search_term,product_name,unit_size,price,store,date,clean_price,normalized_qty,unit_type,unit_uncertain,price_per_unit,brand_type,category
Tomato Sauce,"Walmart RAGU Kettle Cooked Tomato Basil Pasta Sauce, 24 oz",24 oz,$262current price $2.6210.9 ¢/ozOptions from $2.62 – $5.24,Walmart,2026-03-06,False,262.0,24.0,oz,False,10.916667,National,Pantry,False
Tomato Sauce,"Walmart Great Value Tomato Sauce, 15 oz",15 oz,$096current price $0.966.4 ¢/oz,Walmart,2026-03-06,False,96.0,15.0,oz,False,6.4,National,Pantry,False
Tomato Sauce,"Walmart Great Value Tomato Sauce, 8 oz Can",8 oz Can,$048current price $0.486.0 ¢/oz,Walmart,2026-03-06,False,48.0,8.0,oz,False,6.0,National,Pantry,False
Dish Soap,"Walmart Dawn Platinum Plus Dishwashing Soap, Powe suds, EZ-Squeeze Bottle, 13.6 oz",13.6 oz,"Now$354current price Now $3.54, Was $3.94$3.9426.0 ¢/fl oz",Walmart,2026-03-06,False,354.0,13.6,oz,False,26.029412,National,Household,False
Dish Soap,"Walmart Dawn EZ-Squeeze Ultra Dish Soap Dishwashing Liquid, Original Scent, 22.0 fl oz",22.0 fl oz,"Now$354current price Now $3.54, Was $3.94$3.9416.1 ¢/fl oz",Walmart,2026-03-06,False,354.0,22.0,oz,False,16.090909,National,Household,False
Dish Soap,"Walmart Ajax Ultra Triple Action Dishwashing Liquid Dish Soap, Orange Scent, 90 Fluid Ounce",90 Fluid Ounce,$597current price $5.976.6 ¢/fl oz,Walmart,2026-03-06,False,597.0,,,True,,National,Household,False
Dish Soap,"Walmart Dawn Ultra, EZ Squeeze Dish Soap Orange, 22oz",22oz,"Now$354current price Now $3.54, Was $3.94$3.9416.1 ¢/fl ozOptions from $3.54 – $55.00",Walmart,2026-03-06,False,354.0,22.0,oz,False,16.090909,National,Household,False
Dish Soap,"Walmart Dawn Ultra, Dish Soap Apple Blossom, 22oz",22oz,"Now$354current price Now $3.54, Was $3.94$3.9416.1 ¢/fl ozOptions from $3.54 – $55.00",Walmart,2026-03-06,False,354.0,22.0,oz,False,16.090909,National,Household,False
Whole Milk,"Friendly Farms Whole  Milk, 1 gal",1 gal,$3.65,Aldi,2026-03-08,False,3.65,128.0,oz,False,0.028516,Private,Dairy,False
Whole Milk,"Friendly Farms Whole Milk, 0.5 gal",0.5 gal,$2.25,Aldi,2026-03-08,False,2.25,64.0,oz,False,0.035156,Private,Dairy,False
Whole Milk,"Friendly Farms Lactose Free Whole Milk, 64 fl oz",64 fl oz,$3.29,Aldi,2026-03-08,False,3.29,64.0,oz,False,0.051406,Private,Dairy,False
Whole Milk,"Simply Nature Kids Organic Whole Milk, 59 fl oz",59 fl oz,$5.49,Aldi,2026-03-08,False,5.49,59.0,oz,False,0.093051,Private,Dairy,False
Large Eggs (12 count),"Goldhen Free  Range Large Brown Grade A Eggs, 12 count",12 ct,$4.25,Aldi,2026-03-08,False,4.25,12.0,count,False,0.354167,Private,Dairy,False
Large Eggs (12 count),"Goldhen Pasture Raised Large Brown Eggs Grade A, 12 count",12 ct,$4.35,Aldi,2026-03-08,False,4.35,12.0,count,False,0.3625,Private,Dairy,False
Large Eggs (12 count),"Happy Farms Mozzarella String  Cheese, 12 count",12 oz,$3.45,Aldi,2026-03-08,False,3.45,12.0,oz,False,0.2875,National,Dairy,False
Large Eggs (12 count),"Happy Farms Gouda Cheese Snack Sticks, 12 count",9 oz,$3.19,Aldi,2026-03-08,False,3.19,9.0,oz,False,0.354444,National,Dairy,False
Large Eggs (12 count),"EggLife Roasted Garlic & Herb Egg White Wraps, 6 count",6 oz,$5.49,Aldi,2026-03-08,False,5.49,6.0,oz,False,0.915,National,Dairy,False
Salted Butter,"Countryside Creamery Salted Butter Sticks, 1 lb",16 oz,$3.55,Aldi,2026-03-08,False,3.55,16.0,oz,False,0.221875,National,Dairy,False
Salted Butter,"Simply Nature Organic Salted Butter, 16 oz",16 oz.,$6.85,Aldi,2026-03-08,False,6.85,16.0,oz,False,0.428125,Private,Dairy,False
Bananas,"Bananas, per lb",avg. 0.33 lb/piece  ($0.47/lb),$0.16,Aldi,2026-03-08,False,0.16,5.28,oz,False,0.030303,National,Produce,False
Bananas,Sweet Banana Pepper,1 ea,$1.64,Aldi,2026-03-08,False,1.64,,,True,,National,Produce,False
Bananas,"Simply Nature Dark Chocolate Covered Banana, 4 oz",4 oz,$4.39,Aldi,2026-03-08,False,4.39,4.0,oz,False,1.0975,Private,Produce,False
Bananas,"Organic Bananas, per lb",avg. 1 lb/piece  ($0.73/lb),$0.73,Aldi,2026-03-08,False,0.73,16.0,oz,False,0.045625,National,Produce,False
Bananas,"Bake Shop Banana Nut Muffins, 4 count",14.1 oz,$4.29,Aldi,2026-03-08,False,4.29,14.1,oz,False,0.304255,National,Produce,False
Gala Apples,"Gala Apples, 3 lb",3 lb,$2.45,Aldi,2026-03-08,False,2.45,48.0,oz,False,0.051042,National,Produce,False
Gala Apples,"Organic Gala Apples, 3 lb",3 lb,$4.75,Aldi,2026-03-08,False,4.75,48.0,oz,False,0.098958,National,Produce,False
Iceberg Lettuce,"Iceberg Lettuce, each",1 each,$2.39,Aldi,2026-03-08,False,2.39,1.0,count,False,2.39,National,Produce,False
Ground Beef 80/20,"Fresh  80% Lean 20% Fat Ground Beef, per lb",avg. 2 lb/package  ($5.49/lb),$10.98,Aldi,2026-03-08,False,10.98,32.0,oz,False,0.343125,National,Meat,False
Ground Beef 80/20,"Fresh  80% Lean 20% Fat Ground Beef Patties, 4 count",avg. 1.33 lb/package  ($5.59/lb),$7.43,Aldi,2026-03-08,False,7.43,21.28,oz,False,0.349154,National,Meat,False
Ground Beef 80/20,"Fresh  80%  Lean 20% Fat Ground Beef Patties Family Pack, 10 count",2.2 lb,$12.00,Aldi,2026-03-08,False,12.0,35.2,oz,False,0.340909,National,Meat,False
Ground Beef 80/20,"Never Any! Antibiotic Free 80% Lean Ground Pork, 16 oz",16 oz,$3.55,Aldi,2026-03-08,False,3.55,16.0,oz,False,0.221875,Private,Meat,False
Chicken Breast,Simply Nature Organic  Chicken  Breast Strips,avg. 1.25 lb/package  ($7.29/lb),$9.11,Aldi,2026-03-08,False,9.11,20.0,oz,False,0.4555,Private,Meat,False
Chicken Breast,Simply Nature Organic  Chicken  Breast Strips,avg. 1.25 lb/package  ($6.49/lb),$8.11,Aldi,2026-03-08,False,8.11,20.0,oz,False,0.4055,Private,Meat,False
Chicken Breast,"Simply Nature Organic Chicken Breasts, per lb",avg. 1 lb/package  ($5.79/lb),$5.79,Aldi,2026-03-08,False,5.79,16.0,oz,False,0.361875,Private,Meat,False
Chicken Breast,"Kirkwood Fresh Chicken Breasts, per lb",avg. 1.75 lb/package  ($3.29/lb),$5.76,Aldi,2026-03-08,False,5.76,28.0,oz,False,0.205714,National,Meat,False
Chicken Breast,"Kirkwood Split Chicken Breasts, per lb",avg. 2.5 lb/package  ($1.99/lb),$4.98,Aldi,2026-03-08,False,4.98,40.0,oz,False,0.1245,National,Meat,False
White Bread,"L'oven Fresh White Bread,  20 oz",20 oz,$1.65,Aldi,2026-03-08,False,1.65,20.0,oz,False,0.0825,National,Pantry,False
White Bread,"L'oven Fresh Keto  Friendly White Bread, 14 oz",14 oz,$4.95,Aldi,2026-03-08,False,4.95,14.0,oz,False,0.353571,National,Pantry,False
White Bread,"liveGfree Gluten Free Wide Pan White Bread, 20 oz",20 oz,$7.69,Aldi,2026-03-08,False,7.69,20.0,oz,False,0.3845,National,Pantry,False
Tomato Sauce,"Happy Harvest Tomato Sauce, 8 oz",8 oz,$0.55,Aldi,2026-03-08,False,0.55,8.0,oz,False,0.06875,National,Pantry,False
Dish Soap,"Dawn Ultra Dish Soap, 28 fl oz",28 fl oz,$4.95,Aldi,2026-03-08,False,4.95,28.0,oz,False,0.176786,National,Household,False
Whole Milk,Publix Lactaid Whole Milk,96 fl oz,Current price: $7.75,Publix,2026-03-08,False,7.75,96.0,oz,False,0.080729,Private,Dairy,False
Whole Milk,Publix Organic Valley® Grassmilk® Organic Whole Milk,59 fl oz,Current price: $8.19,Publix,2026-03-08,False,8.19,59.0,oz,False,0.138814,National,Dairy,False
Whole Milk,"Publix Publix Milk, Whole",1 gal,Current price: $4.73,Publix,2026-03-08,False,4.73,128.0,oz,False,0.036953,Private,Dairy,False
Whole Milk,"Publix Publix Milk, Whole",64 oz,Current price: $3.23,Publix,2026-03-08,False,3.23,64.0,oz,False,0.050469,Private,Dairy,False
Whole Milk,"Publix Publix Milk, Whole",,Current price: $2.43,Publix,2026-03-08,False,2.43,,,True,,Private,Dairy,False
Large Eggs (12 count),"Publix Nellies Eggs, Free Range, Grade A, Brown, Extra Large",18 ct,Current price: $8.85,Publix,2026-03-08,False,8.85,18.0,count,False,0.491667,National,Dairy,False
Large Eggs (12 count),Publix 12 ct,12 ct,Current price: $6.63,Publix,2026-03-08,False,6.63,12.0,count,False,0.5525,Private,Dairy,False
Large Eggs (12 count),Publix Eggland's Best Grade A Large White Eggs,12 ct,Current price: $4.41,Publix,2026-03-08,False,4.41,12.0,count,False,0.3675,National,Dairy,False
Large Eggs (12 count),"Publix Eggland's Best Cage Free Large Brown Eggs, 12 count",12 ct,Current price: $5.53,Publix,2026-03-08,False,5.53,12.0,count,False,0.460833,National,Dairy,False
Large Eggs (12 count),"Publix Eggland's Best Classic Extra Large White Eggs, 12 count",12 ct,Current price: $4.59,Publix,2026-03-08,False,4.59,12.0,count,False,0.3825,National,Dairy,False
Salted Butter,"Publix Land O Lakes Butter, Salted",1 lb,Current price: $6.49,Publix,2026-03-08,False,6.49,16.0,oz,False,0.405625,National,Dairy,False
Salted Butter,"Publix Publix Butter, Sweet Cream, Salted",16 oz,Current price: $5.31,Publix,2026-03-08,False,5.31,16.0,oz,False,0.331875,Private,Dairy,False
Salted Butter,"Publix Publix Butter, Salted, Sweet Cream",8 oz,Current price: $2.43,Publix,2026-03-08,False,2.43,8.0,oz,False,0.30375,Private,Dairy,False
Salted Butter,"Publix Publix Whipped Butter, Salted",8 oz,Current price: $3.87,Publix,2026-03-08,False,3.87,8.0,oz,False,0.48375,Private,Dairy,False
Salted Butter,Publix Kerrygold Grass-Fed Salted Butter Sticks,8 oz,Current price: $6.91,Publix,2026-03-08,False,6.91,8.0,oz,False,0.86375,Private,Dairy,False
Gala Apples,Publix Gala Apple,About 0.54 lb each,Current price: $1.59 each (estimated),Publix,2026-03-08,False,1.59,8.64,oz,False,0.184028,Private,Produce,False
Gala Apples,Publix GreenWise Organic Gala Apples,2 lb,Current price: $6.63,Publix,2026-03-08,False,6.63,32.0,oz,False,0.207187,Private,Produce,False
Gala Apples,Publix Organic Gala Apple,About 0.42 lb each,Current price: $1.64 each (estimated),Publix,2026-03-08,False,1.64,6.72,oz,False,0.244048,Private,Produce,False
Gala Apples,Publix CMI Orchards Gala Snack Apples,2 lb,Current price: $5.53,Publix,2026-03-08,False,5.53,32.0,oz,False,0.172813,Private,Produce,False
Iceberg Lettuce,Publix Iceberg Lettuce,,Current price: $2.97,Publix,2026-03-08,False,2.97,,,True,,Private,Produce,False
Iceberg Lettuce,Publix Fresh Express Iceberg Lettuce Shreds,,Current price: $4.19,Publix,2026-03-08,False,4.19,,,True,,National,Produce,False
Ground Beef 80/20,"Publix Beyond Meat Beyond Beef, Plant-Based Ground",16 oz,Current price: $12.19,Publix,2026-03-08,False,12.19,16.0,oz,False,0.761875,Private,Meat,False
Ground Beef 80/20,"Publix Publix Ground Chuck Beef, USDA-Inspected",About 1.52 lb / package,Current price: $14.27 per package (estimated),Publix,2026-03-08,False,14.27,24.32,oz,False,0.58676,Private,Meat,False
Ground Beef 80/20,Publix GreenWise Ground Chuck 100% Beef 80% Lean 20% Fat,About 1.15 lb each,Current price: $12.64 each (estimated),Publix,2026-03-08,False,12.64,18.4,oz,False,0.686957,Private,Meat,False
Ground Beef 80/20,"Publix Schweid & Sons Ground Beef, 80%/20%, Butcher's Blend",16 oz,Current price: $9.19,Publix,2026-03-08,False,9.19,16.0,oz,False,0.574375,Private,Meat,False
Ground Beef 80/20,"Publix Publix Ground Chuck Beef, USDA-Inspected",About 3.27 lb / package,Current price: $29.68 per package (estimated),Publix,2026-03-08,False,29.68,52.32,oz,False,0.567278,Private,Meat,False
Chicken Breast,Publix Just Bare Brand Boneless Skinless Chicken Breast Fillets,1.13 lb,Current price: $9.43,Publix,2026-03-08,False,9.43,18.08,oz,False,0.521571,National,Meat,False
Chicken Breast,Publix Just Bare Fully Cooked Lightly Breaded Chicken Breast Bites,1.5 lb,Current price: $15.49,Publix,2026-03-08,False,15.49,24.0,oz,False,0.645417,National,Meat,False
Chicken Breast,"Publix Publix Boneless Skinless Chicken Breast, USDA Grade A, 97% Fat Free",About 2.17 lb / package,Current price: $12.95 per package (estimated),Publix,2026-03-08,False,12.95,34.72,oz,False,0.372984,Private,Meat,False
Chicken Breast,Publix Just Bare Brand Boneless Skinless Chicken Breast Fillets,1.13 lb,Current price: $9.43,Publix,2026-03-08,False,9.43,18.08,oz,False,0.521571,National,Meat,False
Chicken Breast,Publix Perdue Fresh Boneless Skinless Chicken Breasts,About 1.53 lb / package,Current price: $11.86 per package (estimated),Publix,2026-03-08,False,11.86,24.48,oz,False,0.484477,Private,Meat,False
White Bread,"Publix Nature's Own Butterbread, Sliced White Bread, 20 oz Loaf",20 oz,Current price: $4.87,Publix,2026-03-08,False,4.87,20.0,oz,False,0.2435,National,Pantry,False
White Bread,"Publix Nature's Own Perfectly Crafted White Bread, Thick Sliced Non-GMO Sandwich Bread, 22 oz Loaf",22 oz,Current price: $5.31,Publix,2026-03-08,False,5.31,22.0,oz,False,0.241364,National,Pantry,False
White Bread,"Publix Publix Bread, Enriched, Large White",20 oz,Current price: $2.65,Publix,2026-03-08,False,2.65,20.0,oz,False,0.1325,Private,Pantry,False
White Bread,"Publix Publix Bread, White Sandwich",20 oz,Current price: $3.31,Publix,2026-03-08,False,3.31,20.0,oz,False,0.1655,Private,Pantry,False
White Bread,"Publix Publix Bread, White, Old Fashioned, Enriched",20 oz,Current price: $3.05,Publix,2026-03-08,False,3.05,20.0,oz,False,0.1525,Private,Pantry,False
Spaghetti Pasta,Publix Barilla Spaghetti - Non-GMO Pasta Made with Durum Wheat Semolina & Kosher Certified,1 lb,Current price: $2.19,Publix,2026-03-08,False,2.19,16.0,oz,False,0.136875,Private,Pantry,False
Spaghetti Pasta,"Publix Ronzoni Spaghetti, 16 oz, Classic Pasta, Non-GMO, Great Taste",1 lb,Current price: $2.19,Publix,2026-03-08,False,2.19,16.0,oz,False,0.136875,Private,Pantry,False
Spaghetti Pasta,"Publix Ronzoni Spaghetti, 16 oz, Classic Pasta, Non-GMO, Great Taste",1 lb,Current price: $2.19,Publix,2026-03-08,False,2.19,16.0,oz,False,0.136875,Private,Pantry,False
Spaghetti Pasta,Publix Barilla Thin Spaghetti Pasta,16 oz,Current price: $2.19,Publix,2026-03-08,False,2.19,16.0,oz,False,0.136875,Private,Pantry,False
Spaghetti Pasta,"Publix Barilla Protein+ (Plus) Thin Spaghetti Pasta- Plant Based - Made from Lentils, Chickpeas & Peas",14.5 oz,Current price: $3.53,Publix,2026-03-08,False,3.53,14.5,oz,False,0.243448,Private,Pantry,False
Tomato Sauce,Publix Contadina Tomato Sauce,8 oz,Current price: $1.09,Publix,2026-03-08,False,1.09,8.0,oz,False,0.13625,National,Pantry,False
Tomato Sauce,Publix Publix Tomato Sauce,15 oz,Current price: $1.35,Publix,2026-03-08,False,1.35,15.0,oz,False,0.09,Private,Pantry,False
Tomato Sauce,Publix Publix Tomato Sauce,8 oz,Current price: $0.83,Publix,2026-03-08,False,0.83,8.0,oz,False,0.10375,Private,Pantry,False
Tomato Sauce,Publix Publix Tomato Sauce,29 oz,Current price: $2.43,Publix,2026-03-08,False,2.43,29.0,oz,False,0.083793,Private,Pantry,False
Tomato Sauce,"Publix Ragu Chunky Tomato, Garlic and Onion Pasta Sauce, Made with Diced Tomatoes, Delicious Garlic and Onions, 45 oz",45 oz,Current price: $5.09,Publix,2026-03-08,False,5.09,45.0,oz,False,0.113111,Private,Pantry,False
Dish Soap,Publix Dawn Ultra Dish Soap,70 fl oz,Current price: $10.99,Publix,2026-03-08,False,10.99,70.0,oz,False,0.157,Private,Household,False
Dish Soap,"Publix Dawn Platinum Dishwashing Liquid Dish Soap, Refreshing Rain Scent",54.8 fl oz,Current price: $10.99,Publix,2026-03-08,False,10.99,54.8,oz,False,0.200547,Private,Household,False
Dish Soap,Publix Dawn Ultra Dish Soap,18 fl oz,Current price: $3.49,Publix,2026-03-08,False,3.49,18.0,oz,False,0.193889,Private,Household,False
Dish Soap,"Publix Dawn Ultra Dishwashing Liquid Dish Soap, Original Scent",7.5 fl oz,Current price: $2.09,Publix,2026-03-08,False,2.09,7.5,oz,False,0.278667,Private,Household,False
Dish Soap,Publix Dawn PowerwashDish Spray Dish SoapFresh,16 oz,Current price: $5.53,Publix,2026-03-08,False,5.53,16.0,oz,False,0.345625,Private,Household,False
Whole Milk,"Walmart Lactaid Whole Milk, 64 oz",64 oz,$448current price $4.48,Walmart,2026-03-08,False,448.0,64.0,oz,False,7.0,National,Dairy,False
Whole Milk,"Walmart Lactaid Whole Milk, Calcium Enriched, 64 oz",64 oz,$448current price $4.48,Walmart,2026-03-08,False,448.0,64.0,oz,False,7.0,National,Dairy,False
Whole Milk,"Walmart Hoosier Hill Farm Whole Milk Powder, 1 lb Jar",1 lb Jar,$1499current price $14.99Options from $14.99 – $22.99,Walmart,2026-03-08,False,1499.0,16.0,oz,False,,National,Dairy,False
Whole Milk,"Walmart NIDO Fortificada Dry Whole Milk Powder with Vitamins A, C, D, Iron & Calcium, 12.6 oz Canister",12.6 oz Canister,$676current price $6.7653.7 ¢/oz,Walmart,2026-03-08,False,676.0,12.6,oz,False,53.650794,National,Dairy,False
Whole Milk,"Walmart Great Value Milk Whole Vitamin D, Half Gallon, , 64 fl oz",64 fl oz,$203current price $2.033.2 ¢/fl oz,Walmart,2026-03-08,False,203.0,64.0,oz,False,3.171875,National,Dairy,False
Large Eggs (12 count),"Walmart Great Value Large White Eggs, 12 Count",12 Count,$167current price $1.677.0 ¢/oz,Walmart,2026-03-08,False,167.0,12.0,count,False,13.916667,National,Dairy,False
Large Eggs (12 count),"Walmart Eggland's Best Large White Eggs, 12 Count",12 Count,$387current price $3.8716.1 ¢/oz,Walmart,2026-03-08,False,387.0,12.0,count,False,32.25,National,Dairy,False
Large Eggs (12 count),"Walmart Marketside Large Cage-Free Brown Eggs, 12 Count",12 Count,$296current price $2.9612.3 ¢/oz,Walmart,2026-03-08,False,296.0,12.0,count,False,24.666667,National,Dairy,False
Large Eggs (12 count),"Walmart Eggland's Best Cage Free Large Brown Eggs, 12 Count",12 Count,$462current price $4.6219.3 ¢/oz,Walmart,2026-03-08,False,462.0,12.0,count,False,38.5,National,Dairy,False
Large Eggs (12 count),"Walmart Great Value Extra Large White Eggs, 12 Count",12 Count,$187current price $1.8715.6 ¢/count,Walmart,2026-03-08,False,187.0,12.0,count,False,15.583333,National,Dairy,False
Salted Butter,"Walmart Land O Lakes Salted Stick Butter, 16 oz box, 4 Sticks",4 Sticks,"Now$446current price Now $4.46, Was $4.96$4.9627.9 ¢/oz",Walmart,2026-03-08,False,446.0,4.0,count,False,111.5,National,Dairy,False
Salted Butter,"Walmart Land O Lakes Salted Butter in Half Sticks, 4 Half Sticks, 8 oz Pack",8 oz Pack,"Now$257current price Now $2.57, Was $2.86$2.8632.1 ¢/oz",Walmart,2026-03-08,False,257.0,8.0,count,False,32.125,National,Dairy,False
Salted Butter,"Walmart Land O Lakes Salted Butter in Half Sticks, 8 Half Sticks, 1 lb Pack",1 lb Pack,"Now$446current price Now $4.46, Was $4.96$4.9627.9 ¢/oz",Walmart,2026-03-08,False,446.0,16.0,oz,False,27.875,National,Dairy,False
Salted Butter,"Walmart Country Crock Homestyle Dairy Free Butter Salted Sticks, 16 oz, 4-pack",4-pack,$347current price $3.4721.7 ¢/oz,Walmart,2026-03-08,False,347.0,4.0,count,False,86.75,National,Dairy,False
Salted Butter,"Walmart Great Value Sweet Cream Salted Butter, 16 oz, 4 Sticks",4 Sticks,$344current price $3.4421.5 ¢/oz,Walmart,2026-03-08,False,344.0,4.0,count,False,86.0,National,Dairy,False
Bananas,"Walmart Fresh Banana, Each",Each,$020current price $0.20each (est.)50.0 ¢/lbFinal cost by weight,Walmart,2026-03-08,False,20.0,1.0,count,False,20.0,National,Produce,False
Bananas,"Walmart Marketside Fresh Organic Bananas, Bunch",Bunch,$171current price $1.71each (est.)74.0 ¢/lbFinal cost by weight,Walmart,2026-03-08,False,171.0,,,True,,National,Produce,False
Bananas,"Walmart Great Value Sliced Bananas, 16 oz Bag",16 oz Bag,$247current price $2.4715.4 ¢/oz,Walmart,2026-03-08,False,247.0,16.0,oz,False,15.4375,National,Produce,False
Bananas,"Walmart Savor Banana Slices, 30 Pound - 1 each.",30 Pound - 1 each.,$13604current price $136.04,Walmart,2026-03-08,False,13604.0,480.0,oz,False,,National,Produce,False
Bananas,"Walmart Dole Individually Quick Frozen Sliced Banana, 30 Pound -- 1 Each",30 Pound -- 1 Each,$13055current price $130.55,Walmart,2026-03-08,False,13055.0,480.0,oz,False,,National,Produce,False
Gala Apples,"Walmart Fresh Gala Apple, Each",Each,"Now$046current price Now $0.46, Was $0.73$0.73each (est.)94.0 ¢/lbFinal cost by weight",Walmart,2026-03-08,False,46.0,1.0,count,False,46.0,National,Produce,False
Gala Apples,"Walmart Fresh Gala Apples, 3 lb Bag",3 lb Bag,$217current price $2.1772.3 ¢/lb,Walmart,2026-03-08,False,217.0,48.0,oz,False,4.520833,National,Produce,False
Gala Apples,"Walmart Fresh Organic Gala Apples, 3 lb Bag",3 lb Bag,$452current price $4.52$1.51/lb,Walmart,2026-03-08,False,452.0,48.0,oz,False,9.416667,National,Produce,False
Gala Apples,"Walmart Fresh Gala Apples, 9-Count Box (4 lb.)",9-Count Box (4 lb.),$2599current price $25.99+$14.00 shipping,Walmart,2026-03-08,False,2599.0,9.0,count,False,,National,Produce,False
Gala Apples,Walmart The Perfect Garnish Co. Dehydrated Apples Gala - 35 slices - Natural Fruit,,$1499current price $14.99,Walmart,2026-03-08,False,1499.0,,,True,,National,Produce,False
Iceberg Lettuce,Walmart Fieldpack Unbranded Fresh Iceberg Lettuce,,$228current price $2.28,Walmart,2026-03-08,False,228.0,,,True,,National,Produce,False
Iceberg Lettuce,"Walmart Marketside Fresh Shredded Iceberg Lettuce, 8 oz, Bag",Bag,$197current price $1.9724.6 ¢/oz,Walmart,2026-03-08,False,197.0,1.0,count,False,197.0,National,Produce,False
Iceberg Lettuce,"Walmart Marketside Organic Fresh Iceberg Lettuce, Each",Each,$266current price $2.66,Walmart,2026-03-08,False,266.0,1.0,count,False,266.0,National,Produce,False
Iceberg Lettuce,"Walmart Marketside Fresh Shredded Iceberg Lettuce, 16 oz Bag",16 oz Bag,$384current price $3.8424.0 ¢/oz,Walmart,2026-03-08,False,384.0,16.0,oz,False,24.0,National,Produce,False
Iceberg Lettuce,Walmart Iceberg Lettuce Seeds,,$495current price $4.95,Walmart,2026-03-08,False,495.0,,,True,,National,Produce,False
Ground Beef 80/20,"Walmart 80% Lean / 20% Fat Ground Beef Chuck, 2.25 lb Tray, Fresh, All Natural*",All Natural*,$1593current price $15.93$7.08/lb,Walmart,2026-03-08,False,1593.0,36.0,oz,False,,National,Meat,False
Ground Beef 80/20,"Walmart 80% Lean / 20% Fat Ground Beef Chuck, 1 lb Tray, Fresh, All Natural*",All Natural*,$723current price $7.23$7.23/lb,Walmart,2026-03-08,False,723.0,16.0,oz,False,45.1875,National,Meat,False
Ground Beef 80/20,"Walmart 80% Lean / 20% Fat Ground Beef Chuck, 1 lb Roll, Fresh, All Natural*",All Natural*,$673current price $6.73$6.73/lb,Walmart,2026-03-08,False,673.0,16.0,oz,False,42.0625,National,Meat,False
Ground Beef 80/20,"Walmart 80% Lean / 20% Fat Ground Beef Chuck, 5 lb Roll, Fresh, All Natural*",All Natural*,$2693current price $26.93$5.39/lb,Walmart,2026-03-08,False,2693.0,80.0,oz,False,,National,Meat,False
Ground Beef 80/20,"Walmart 80% Lean / 20% Fat Ground Beef Chuck, 3 lb Roll, Fresh, All Natural*",All Natural*,$1833current price $18.33$6.11/lb,Walmart,2026-03-08,False,1833.0,48.0,oz,False,,National,Meat,False
Chicken Breast,"Walmart Just Bare Fully Cooked Lightly Breaded Chicken Breast Bites 1.5 lb, 16g of Protein, Serving Size 3 Ounces",Serving Size 3 Ounces,"Now$977current price Now $9.77, Was $10.86$10.8640.7 ¢/oz",Walmart,2026-03-08,False,977.0,24.0,oz,False,40.708333,National,Meat,False
Chicken Breast,"Walmart Tyson Spicy Chicken Breast Sandwich, 1.5 lb, 4 Count (Frozen Fully Cooked)",4 Count (Frozen Fully Cooked),$878current price $8.7836.6 ¢/oz,Walmart,2026-03-08,False,878.0,4.0,count,False,219.5,National,Meat,False
Chicken Breast,"Walmart Just Bare Fully Cooked Lightly Breaded Chicken Breast Strips 1.5 lb, 16g of Protein, Serving Size 2 Pieces",Serving Size 2 Pieces,"Now$977current price Now $9.77, Was $10.86$10.8640.7 ¢/oz",Walmart,2026-03-08,False,977.0,24.0,oz,False,40.708333,National,Meat,False
Chicken Breast,"Walmart Freshness Guaranteed Boneless, Skinless Chicken Breasts, 4.7-6.1 lb Tray",4.7-6.1 lb Tray,$1157current price $11.57avg price$2.57/lbFinal cost by weight,Walmart,2026-03-08,False,1157.0,75.2,oz,False,,National,Meat,False
Chicken Breast,"Walmart Great Value All Natural Boneless Skinless Chicken Breasts, 3 lb (Frozen)",3 lb (Frozen),"Now$894current price Now $8.94, Was $9.94$9.94$2.98/lb",Walmart,2026-03-08,False,894.0,48.0,oz,False,18.625,National,Meat,False
White Bread,"Walmart Sara Lee White Bread, Half Loaf, 12 oz, Bread, Bag",Bag,$214current price $2.1417.8 ¢/oz,Walmart,2026-03-08,False,214.0,1.0,count,False,214.0,National,Pantry,False
White Bread,"Walmart Canyon Bakehouse Mountain White Gluten Free White Bread Loaf, 18 oz., Frozen",Frozen,$647current price $6.4735.9 ¢/oz,Walmart,2026-03-08,False,647.0,18.0,oz,False,35.944444,National,Pantry,False
White Bread,"Walmart Great Value White Sandwich Bread, 20 oz",20 oz,$154current price $1.547.7 ¢/oz,Walmart,2026-03-08,False,154.0,20.0,oz,False,7.7,National,Pantry,False
White Bread,"Walmart Great Value White Round Top Bread Loaf, 20 oz",20 oz,$154current price $1.547.7 ¢/oz,Walmart,2026-03-08,False,154.0,20.0,oz,False,7.7,National,Pantry,False
White Bread,"Walmart Sara Lee Delightful White Bread, 15 oz, White Bread, Bag",Bag,$348current price $3.4823.2 ¢/oz,Walmart,2026-03-08,False,348.0,1.0,count,False,348.0,National,Pantry,False
Spaghetti Pasta,"Walmart Anthony’s Spaghetti, 24-Pack (16 oz Each) – Traditional Pasta for Classic Italian inspired dishes",24-Pack (16 oz Each) – Traditional Pasta for Classic Italian inspired dishes,$4499current price $44.99,Walmart,2026-03-08,False,4499.0,24.0,count,False,,National,Pantry,False
Spaghetti Pasta,"Walmart Mueller’s Spaghetti (12-Pack, 32 oz Each) – Classic Italian Pasta for All Your Favorite Dishes – Perfect for spaghetti and meatballs, pasta primavera, creamy Alfredo, or homemade carbonara.",or homemade carbonara.,N/A,Walmart,2026-03-08,True,999.0,32.0,oz,False,,National,Pantry,False
